document_id,title,text,source,crop,country,origin,source_url,license
450,Correcting Phosphorus deficiency in Tomato (Guinea savanna),"Phosphorus deficiency in tomato (Solanum lycopersicum). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Tomato,Kenya,synthetic,,synthetic (CC0)
451,Preventing Phosphorus deficiency in Tomato (Guinea savanna),"Phosphorus deficiency in tomato (Solanum lycopersicum). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Tomato,Egypt,synthetic,,synthetic (CC0)
452,Correcting Phosphorus deficiency in Tomato (Highlands),"Phosphorus deficiency in tomato (Solanum lycopersicum). Correcting it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",Plantwise,Tomato,Tanzania,synthetic,,synthetic (CC0)
453,Preventing Phosphorus deficiency in Tomato (Highlands),"Phosphorus deficiency in tomato (Solanum lycopersicum). Preventing it in the cool highlands, where heavy dew and mild temperatures favour foliar fungal diseases: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. In the highlands, the long dewy nights drive foliar disease, so prioritise resistant varieties, wider spacing for airflow, and early scouting.",ICRISAT,Tomato,Nigeria,synthetic,,synthetic (CC0)
454,Correcting Phosphorus deficiency in Tomato (Irrigated lowland),"Phosphorus deficiency in tomato (Solanum lycopersicum). Correcting it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Band single super-phosphate (SSP), DAP or NPK at or just below the seed at planting so roots reach it early. On acid soils, lime first to raise availability. Rock phosphate suits longer-season crops. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",ICRISAT,Tomato,Nigeria,synthetic,,synthetic (CC0)
455,Preventing Phosphorus deficiency in Tomato (Irrigated lowland),"Phosphorus deficiency in tomato (Solanum lycopersicum). Preventing it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Apply P as a band near the seed rather than broadcasting, correct soil acidity with lime, and build organic matter, which holds P in plant-available forms. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",FAO,Tomato,Nigeria,synthetic,,synthetic (CC0)
456,What causes Potassium deficiency in Cassava,"Potassium deficiency in cassava (Manihot esculenta). Why it happens: Sandy, leached soils, very high yields removing large amounts of K, and excessive magnesium or calcium competing with potassium uptake.",CGIAR,Cassava,Tanzania,synthetic,,synthetic (CC0)
457,Telling Potassium deficiency in Cassava apart from look-alikes,"Potassium deficiency in cassava (Manihot esculenta). How to tell it apart from similar deficiencies: Because Potassium is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",FAO,Cassava,Uganda,synthetic,,synthetic (CC0)
458,Identifying Potassium deficiency in Cassava,"Potassium deficiency in cassava (Manihot esculenta). How to recognise it in the field: Yellowing then BROWNING and scorching of the leaf MARGINS and tips of the older, lower leaves, while the midrib stays green. Stalks are weak and lodge, and fruit/grain is small and poor quality.",National Extension Service,Cassava,Uganda,synthetic,,synthetic (CC0)
459,Correcting Potassium deficiency in Cassava (Guinea savanna),"Potassium deficiency in cassava (Manihot esculenta). Correcting it in the Guinea savanna, with one long rainy season and moderately fertile soils: Apply muriate of potash (KCl) or sulphate of potash, ideally split, and return potassium-rich residues such as banana pseudostems or wood ash where available. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Cassava,Ghana,synthetic,,synthetic (CC0)
460,Preventing Potassium deficiency in Cassava (Guinea savanna),"Potassium deficiency in cassava (Manihot esculenta). Preventing it in the Guinea savanna, with one long rainy season and moderately fertile soils: Test soil potassium, return crop residues and ash to the field, and avoid over-liming, which induces potassium imbalance. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",IITA,Cassava,Uganda,synthetic,,synthetic (CC0)
461,Correcting Potassium deficiency in Cassava (Humid forest),"Potassium deficiency in cassava (Manihot esculenta). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply muriate of potash (KCl) or sulphate of potash, ideally split, and return potassium-rich residues such as banana pseudostems or wood ash where available. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",Plantwise,Cassava,Nigeria,synthetic,,synthetic (CC0)
462,Preventing Potassium deficiency in Cassava (Humid forest),"Potassium deficiency in cassava (Manihot esculenta). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Test soil potassium, return crop residues and ash to the field, and avoid over-liming, which induces potassium imbalance. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Cassava,Nigeria,synthetic,,synthetic (CC0)
463,Correcting Potassium deficiency in Cassava (Sahel),"Potassium deficiency in cassava (Manihot esculenta). Correcting it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Apply muriate of potash (KCl) or sulphate of potash, ideally split, and return potassium-rich residues such as banana pseudostems or wood ash where available. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",National Extension Service,Cassava,Uganda,synthetic,,synthetic (CC0)
464,Preventing Potassium deficiency in Cassava (Sahel),"Potassium deficiency in cassava (Manihot esculenta). Preventing it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Test soil potassium, return crop residues and ash to the field, and avoid over-liming, which induces potassium imbalance. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",FAO,Cassava,Ghana,synthetic,,synthetic (CC0)
465,What causes Potassium deficiency in Cocoa,"Potassium deficiency in cocoa (Theobroma cacao). Why it happens: Sandy, leached soils, very high yields removing large amounts of K, and excessive magnesium or calcium competing with potassium uptake.",ICRISAT,Cocoa,Côte d'Ivoire,synthetic,,synthetic (CC0)
466,Telling Potassium deficiency in Cocoa apart from look-alikes,"Potassium deficiency in cocoa (Theobroma cacao). How to tell it apart from similar deficiencies: Because Potassium is mobile in the plant, the symptoms appear on the OLDER, lower leaves first. This separates it from immobile-nutrient shortages such as zinc, iron, sulphur or boron, whose symptoms strike the YOUNGEST upper leaves. Confirm with a soil or leaf test before treating.",IITA,Cocoa,Cameroon,synthetic,,synthetic (CC0)
467,Identifying Potassium deficiency in Cocoa,"Potassium deficiency in cocoa (Theobroma cacao). How to recognise it in the field: Yellowing then BROWNING and scorching of the leaf MARGINS and tips of the older, lower leaves, while the midrib stays green. Stalks are weak and lodge, and fruit/grain is small and poor quality.",AGRA,Cocoa,Côte d'Ivoire,synthetic,,synthetic (CC0)
468,Correcting Potassium deficiency in Cocoa (Humid forest),"Potassium deficiency in cocoa (Theobroma cacao). Correcting it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Apply muriate of potash (KCl) or sulphate of potash, ideally split, and return potassium-rich residues such as banana pseudostems or wood ash where available. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",IITA,Cocoa,Côte d'Ivoire,synthetic,,synthetic (CC0)
469,Preventing Potassium deficiency in Cocoa (Humid forest),"Potassium deficiency in cocoa (Theobroma cacao). Preventing it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Test soil potassium, return crop residues and ash to the field, and avoid over-liming, which induces potassium imbalance. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",ICRISAT,Cocoa,Ghana,synthetic,,synthetic (CC0)
